SHELF,URL,TITLE,AUTHOR,ILLUSTRATOR,YEAR,PUBLISHER,RATING,TOTAL_RATING,TOTAL_REVIEW,GENRES,DESCRIPTION,IMAGE_FILE,image_ok,brightness_mean,saturation_mean,warna_1,warna_pct_1,warna_h_1,warna_s_1,warna_v_1,warna_hex_1,warna_2,warna_pct_2,warna_h_2,warna_s_2,warna_v_2,warna_hex_2,warna_3,warna_pct_3,warna_h_3,warna_s_3,warna_v_3,warna_hex_3,warna_4,warna_pct_4,warna_h_4,warna_s_4,warna_v_4,warna_hex_4,warna_5,warna_pct_5,warna_h_5,warna_s_5,warna_v_5,warna_hex_5,warna_kategori,hue_dominant,teks_coverage,n_region_teks,ocr_teks,judul_match_score,error_modul_b,yolo_n_objek,yolo_objek,yolo_objek_unik,yolo_ada_manusia,detr_ada_manusia,detr_objek_n,detr_objek_list,gaya_ilustrasi,gaya_skor,gaya_prob_photograph,gaya_prob_hand_drawn,gaya_prob_abstract,gaya_prob_flat_graphic,gaya_prob_text_dominant,ocr_text,ocr_confidence,ocr_zone,clip_font_1,clip_score_1,clip_cat_1,clip_font_2,clip_score_2,clip_cat_2,clip_font_3,clip_score_3,clip_cat_3,clip_font_4,clip_score_4,clip_cat_4,clip_font_5,clip_score_5,clip_cat_5,clip_margin,tipe_font,font_source,match_type,typeface_kategori,typeface_low_conf,typeface_paper,typeface_paper_source,typeface_paper_low_conf
fiksi,https://www.goodreads.com/book/show/245802348-misi-menggagalkan-doa,Misi Menggagalkan Doa,Yoga Palwaguna,,2025,Langgam Pustaka,4.44,9,4,"Sastra Indonesia, Fiksi","""Rin, kamu mesti bantu aku.”
“Ngapain?”
“Gagalin doa Ibu.”
Itulah yang Nurul ucapkan padaku kira-kira sebulan yang lalu ketika kami sedang makan di kantin sekolah. Untungnya aku sudah kenal Nurul sejak kami kelas satu dan terbiasa dengan cerita-cerita tentang dia dan ibunya--musuh bebuyutannya. Jika tidak, aku pasti sudah tersedak kuah batagor yang saat itu sedang kunikmati.
***
Ada dunia macam apa bagi manusia yang berupaya melampaui luka? Kumpulan cerpen
Misi Menggagalkan Doa
menghadirkan tokoh-tokoh yang berani bertaruh hidup untuk menemukan jawabannya.
Dari seorang anak yang berusaha lolos dari doa ibunya sendiri, perempuan yang mengundang hantu demi mengobati kehilangan, penjual jasa pemuas rindu yang diganggu masa lalu, sampai mereka yang mencari Tuhan di sebuah kapal luar angkasa.
M",2025_Misi_Menggagalkan_Doa.jpg,True,0.724,0.2231,merah,40.29,7.82,37.57,214.69,#d6beb7,merah,22.41,175.2,102.71,184.39,#b86e7b,biru,21.41,106.09,53.94,171.83,#8798ab,oranye,9.06,13.12,59.29,128.97,#806f62,abu,6.83,119.05,26.29,121.83,#6d6d79,merah,7.82,0.2504,1004.0,Misi  Menggagalkan Doa  Kumpulan Cerita Pendek  -  ye  B  om  2g  ri  ¥,9.523.809.523.809.520,,0,,0,False,False,0,,abstract,0.325,0.2815,0.1234,0.325,0.0674,0.021,Misi Menggagalkan Doa,0.816,full,Fredericka the Great,0.2453,display,Amatic SC,0.244,display,Michroma,0.243,display,Pirata One,0.2426,display,Almendra Display,0.2422,display,0.0013,Fredericka the Great,CLIP_only,clip_unlisted,unknown,True,Fancy,weighted_vote,True
fiksi,https://www.goodreads.com/book/show/13105518-miss-collector,Miss Collector,Omadi Pamouz,,2011,PT Gramedia Pustaka Utama,3.0,38,9,"Sastra Indonesia, Roman, Fiksi","""Aku merasa telah melakukan banyak kesalahan besar. Kesalahan pertama, karena aku bertemu Pohar. Kesalahan kedua, menerima tawaran kerja darinya. Kesalahan ketiga, terlalu antusias hingga luput menanyakan detail posisi yang ditawarkan. Kesalahan keempat, terlalu cepat mengundurkan diri dari pekerjaanku. Kesalahan kelima, aku tak bisa menolak pekerjaan itu atau diriku akan jadi pengangguran. Rentetan kesalahan itu seperti kutukan yang mengikat diriku.""
Devina syok. Tawaran kerja yang diterimanya ternyata untuk posisi yang sama sekali tidak pernah diimpikannya. Ia pun merencanakan pengunduran diri setelah masa training berakhir. Namun sejak menagih utang Akmal Shah, segalanya berubah. Ia dipertemukannya dengan Zaki. Dan target yang ia capai menjadikannya kandidat kuat untuk pelesiran gratis ",2011_Miss_Collector.jpg,True,0.7952,0.3979,merah,27.61,125.37,53.18,220.21,#b6aedc,putih,22.65,20.15,25.63,244.3,#f4ecdc,oranye,20.58,20.86,113.38,209.16,#d1b274,biru,17.21,110.99,226.06,203.68,#1753cb,oranye,11.95,15.61,157.02,71.4,#47311b,merah,125.37,0.8471,656.0,"ade  Collector  OMADI PAMOUZ  =>  R  >  AS  ES  G  a  ==,  NA  &",7.142.857.142.857.140,,2,"book, person",2,True,True,2,cell phone|person,flat_graphic,0.5249,0.2402,0.0406,0.072,0.5249,0.0027,Collector Miss,0.645,full,Rozha One,0.2616,modern_serif,Cinzel Decorative,0.2584,modern_serif,Cinzel,0.2576,modern_serif,Vidaloka,0.2549,modern_serif,IM Fell English,0.2534,modern_serif,0.0032,Rozha One,CLIP_only,clip_unlisted,modern_serif,True,Serif,from_existing,True
fiksi,https://www.goodreads.com/book/show/7823862-miss-confidential,Miss Confidential: Teman Curhat On Air,Billy Koesoemadinata,,2006,GagasMedia,2.86,21,3,"Sastra Indonesia, Fiksi","Sesuatu yang rahasia:
...Its me. Miss-C. Miss Confidential! Yah, tapi kalo susah nyebutnya, bilang aja Missy. Didengernya sama aja, kan? Yang penting, ambil enaknya aja dah! Tapi, itu bukan nama asliku. Nama asliku....
Sesuatu untuk dikenang:
...Tinggal satu cewek di pemakaman itu. Dia narik napas dan diem sambil masih ngeliatin nisan kayu sementara.
Ada kalung di leher si cewek itu. Liontin yang ngegantung di kalung itu mantulin cahaya di dadanya. Liontinnya bentuk hati...
Jangan takut. Aku akan selalu jadi malaikatmu....
Dan sebuah pengakuan:
Halo?
Gue udah matiin orang. Dia gue tabrak.
Tut-tut-tut!*
Adi nggak pernah ngerti kenapa Pingkan selingkuh dan akhirnya mereka putus. Nggak pernah ngerti kenapa Pingkan sangat berubah. Nggak pernah ngerti kenapa sesuatu yang indah harus berakhir.
P",2006_Miss_Confidential_Teman_Curhat_On_Air.jpg,True,0.9037,0.2993,putih,30.0,120.42,28.64,233.36,#cfcfe9,putih,20.38,27.61,8.78,251.43,#fbfaf3,ungu,18.08,154.18,106.75,219.7,#db80cf,merah,17.5,168.45,213.92,203.1,#cb2165,merah,14.04,2.22,65.91,241.7,#f1b8b4,putih,120.42,0.7211,407.0,MISS  Be Ha da  ==  i  Koesoemadinata  3,4.615.384.615.384.610,,1,laptop,1,False,False,1,tv,text_dominant,0.7268,0.0772,0.0118,0.0408,0.1048,0.7268,Curhat MISS Teman,0.813,full,Rajdhani,0.2582,display,Cormorant,0.253,modern_serif,Merienda,0.2523,script,IM Fell English,0.2467,modern_serif,Crafty Girls,0.2457,script,0.0052,Rajdhani,Google Fonts,clip,sans_serif,True,Sans-serif,from_existing,True
fiksi,https://www.goodreads.com/book/show/36267900-miss-courageous-reporter,Miss Courageous Reporter,Byanca Sastra,,2017,Grasindo,3.64,33,7,"Sastra Indonesia, Roman, Fiksi","Im Soo-Ae
Menjadi seorang reporter adalah impian Soo-Ae sejak kecil. Setelah kehilangan ayahnya di usia muda, ia tumbuh sebagai seorang gadis yang mandiri, tegar, dan pemberani. Tidak ada yang dapat merampas mimpinya sampai ia jatuh cinta pada laki-laki misterius di samping apartemennya, mengetahui rahasia tentang kematian sang ayah, dan dihadapi oleh keputusan untuk pergi atau tetap tinggal walaupun tersakiti.
Kwon Young-Ho
Hidup dalam persembunyian dan bayang-bayang sang ayah selama lima belas tahun membuat Young-Ho menyimpan banyak rahasia. Ia kembali ke Korea dengan harapan untuk menemukan ibu kandungnya walaupun harus melepaskan impian dan menjalani profesi sesuai kehendak sang ayah. Ia sudah berjanji untuk menutup diri. Namun, ia tidak pernah menyangka bahwa dirinya akan jatuh cinta.",2017_Miss_Courageous_Reporter.jpg,True,0.8041,0.1808,putih,48.89,11.26,9.51,243.71,#f3eeea,putih,19.29,82.09,9.67,241.37,#e8f1ef,hijau,18.88,69.93,116.08,170.78,#5daa74,hijau,7.08,68.01,218.28,51.18,#073313,hijau,5.86,41.48,37.58,59.24,#383b32,putih,11.26,0.761,2307.0,- Kression  1  7\Ak  Fs  Nx Ail  REPORTE  COURAGEOUS  |  |  NX  NN  Ie |  iS  BYANCA SASTRA,5.416.666.666.666.660,,1,person,1,True,True,2,book|person,flat_graphic,0.3851,0.0556,0.3799,0.0044,0.3851,0.0444,MISS REPORTER COURAGEOUS,0.863,full,Michroma,0.2248,display,Creepster,0.2231,display,Share Tech,0.222,display,Yeseva One,0.2217,modern_serif,Audiowide,0.2211,display,0.0017,Porter,DaFont,ocr_partial,unknown,False,Fancy,weighted_vote,False
fiksi,https://www.goodreads.com/book/show/48847021-miss-echa,Miss Echa,Belinda Gunawan,,2019,Gramedia Pustaka Utama,3.49,41,13,"Sastra Indonesia, Roman, Fiksi","Alesha, yang dipanggil Miss Echa oleh murid-muridnya di TK Internasional, gadis mandiri berusia 25 tahun yang tidak merasa perlu berpasangan dengan laki-laki. Usaha sang ibu untuk menjodohkannya selalu gagal. Terakhir, Ibu ingin mendekatkan Alesha dengan Ben, anak sahabatnya. Namun di awal perkenalan saja keduanya sudah saling berantipati.
Miss Echa adalah satu dari sekian wanita dalam buku kumpulan kisah karya Belinda Gunawan ini. Para wanita itu memiliki cerita cinta yang unik. Dan rumit. Mereka mayoritas dewasa, ada yang masih lajang, ada yang nyaris menjadi lajang, ada pula yang sudah kembali melajang.
Namun, pergumulan cinta mana bisa matang bila tidak melibatkan kaum pria? Maka para pria pun hadir tak hanya sebagai pemanas asmara, tetapi juga sebagai pelembut ego perempuan. Yang tak ",2019_Miss_Echa.jpg,True,0.7243,0.1757,biru,78.77,92.78,38.78,188.87,#a0babc,merah,8.99,10.0,39.6,245.57,#f5dcd0,merah,5.29,158.95,33.71,79.92,#4f454c,merah,3.81,0.48,158.25,227.72,#e35656,hitam,3.14,31.03,92.11,30.08,#1e1e13,biru,92.78,0.6927,1484.0,"BELINDA GUNAWAN  =—  Gn  10 KISAH CINTA  #  ‘2))  @  ,  Ne  o  3  2  le  |  O",4.444.444.444.444.440,,3,"person, tennis racket",2,True,True,1,person,flat_graphic,0.6155,0.0387,0.2307,0.0208,0.6155,0.0738,GUNAWAN BELINDA 10 KISAH CINTA G,0.971,full,Enriqueta,0.2493,slab_serif,Laila,0.2417,slab_serif,Rufina,0.2411,slab_serif,Bitter,0.2411,slab_serif,Petrona,0.2387,slab_serif,0.0076,Belinda,DaFont,ocr_partial,unknown,False,Serif,weighted_vote,False
fiksi,https://www.goodreads.com/book/show/35033995-miss-indecisive-lawyer,Miss Indecisive Lawyer,Adeliany Azfar,,2017,Grasindo,3.21,53,22,"Sastra Indonesia, Roman, Fiksi","Ahn Su-Yeon
Usia 27 tahun. Karier gemilang sebagai pengacara. Punya pacar seorang aktor yang sedang naik daun. Dikelilingi para sahabat yang menyayanginya. Namun, satu hal yang tidak dimilikinya, yaitu restu orangtua untuk meresmikan hubungan dengan Rye-On, kekasihnya. Alasannya hanya satu, ibunya tidak suka punya menantu seorang selebritas. Heol!
Kim Rye-On
Usia 27 tahun. Lulusan sekolah hukum. Memilih berkarier sebagai publik figur. Memiliki kekasih seorang pengacara sukses. Digila-gilai lawan mainnya yang menawan. Namun, selain belum mendapatkan restu untuk menikahi Ahn Su-Yeon, Rye-On juga dihadapkan pada kenyataan di mana ia harus memilih antara wanita atau karier yang dicintainya.",2017_Miss_Indecisive_Lawyer.jpg,True,0.8604,0.249,putih,51.07,4.41,9.23,247.23,#f7efee,oranye,28.04,19.02,147.93,220.46,#dcad5d,oranye,8.25,11.57,189.17,112.52,#703b1d,putih,8.09,138.89,10.04,244.36,#f0eaf4,abu,4.54,122.83,19.45,49.09,#2e2d31,putih,4.41,0.5865,304.0,Messi  HA  NEE  ae  Set wi  NY AZF:,50.0,,2,"kite, person",2,True,True,1,person,flat_graphic,0.4605,0.0534,0.4124,0.0174,0.4605,0.0394,MISS LAWYER INDECISIVE,0.92,full,Exo,0.2362,display,IM Fell English,0.2335,modern_serif,Rozha One,0.2333,modern_serif,Michroma,0.2282,display,Vidaloka,0.2278,modern_serif,0.0027,Exo,Google Fonts,clip,display,True,Fancy,from_existing,True
fiksi,https://www.goodreads.com/book/show/22600990-miss-lebay,Miss Lebay,Hilman Hariwijaya,,2014,PT Gramedia Pustaka Utama,4.14,58,6,"Sastra Indonesia, Fiksi","SMU Putih Abu digegerkan dengan terjadinya kesurupan massal saat upacara berlangsung. Tristan, ketua OSIS tampan dan tajir gebetan Aurel itu langsung mengumpulkan semua geng yang ada di sekolahnya untuk ikut menanggulangi masalah ini.
Lebayer’s Geng yang diketuai Aurel si Miss Lebay dan beranggotakan Nina si Miss Zodiac, Mitha si Miss Purple, dan Shasha si Miss Tik, memiliki ide untuk membuat tim KKPK (Kelompok Kerja Penanggulangan Kesurupan). Mereka pun berusaha menimalisir kesurupan yang terjadi dengan cara P3K (Pendeteksian Pertama Pada Kesurupan).
Lalu kenapa ya Aurel seneng pas BB barunya hilang? Terus, kenapa Aurel seneng pas mata batinnya dibuka oleh Shasha hingga akhirnya dia bisa ngeliat setan? Dan, siapakah yang akhirnya jadi pacar Aurel: Tristan si Ketua OSIS tampan yang tajir a",2014_Miss_Lebay.jpg,True,0.8129,0.2702,oranye,37.63,24.13,31.78,238.45,#eee8d1,putih,28.77,142.57,20.98,232.79,#e3d6e8,oranye,15.28,22.43,192.35,228.23,#e4b638,merah,14.08,25.67,98.54,55.22,#373322,ungu,4.25,150.12,179.59,187.73,#bb38bb,oranye,24.13,0.9666,1547.0,":.  1  Ca  no  P1  S  mg,  3,  Spent op year wuts  \  wut  NE  pena Bh  SB  SMIlg; SERIAL Miss [EBAY  AY",90.0,,0,,0,False,False,0,,flat_graphic,0.3613,0.0879,0.2376,0.0128,0.3613,0.2085,SMIIE; SERIAL Miss [EBAY,0.78,full,Rozha One,0.239,modern_serif,Merienda,0.2365,script,Yeseva One,0.2303,modern_serif,Exo,0.2291,display,Abril Fatface,0.2276,display,0.0025,Rozha One,CLIP_only,clip_unlisted,modern_serif,True,Serif,from_existing,True
fiksi,https://www.goodreads.com/book/show/24144088-miss-lebay-2,Miss Lebay #2: Miss Tik - Trik Memelet,Hilman Hariwijaya,,2014,PT Gramedia Pustaka Utama,4.19,32,3,"Sastra Indonesia, Fiksi","Bukan cuma Aurel yang terkenal dengan kelebayannya sejagat raya dan sedunia maya, tapi juga ada Shasha yang ngetop sejagat mayat. Di SMA Putih Abu, dia dikenal sebagai Miss Tik yang misterius.
Bersama Aurel dan kelebayan Lebayer’s Geng, Shasha menggapai dunia gaib bak ahlinya. Mulai dari membantu Tristan memelet gadis pujaannya, mengajak Aurel uji nyali, mengajak jalan-jalan Lebayer’s Geng mencari setan ke Lawang Sewu, dan banyak kegaiban yang lebay lainnya. Shasha yang punya banyak pengalaman mistis ini juga punya kenangan miris waktu ketemu makhluk kekar dari Dago Pakar.
Pokoknya, Miss Tik memberi warna eksotik dalam kisah perjalanan cinta dan persahabatan Lebayer’s Geng yang makin asyik.",2014_Miss_Lebay_#2_Miss_Tik_-_Trik_Memelet.jpg,True,0.8442,0.2089,putih,45.56,96.81,19.7,238.62,#dceaee,putih,27.73,15.9,25.6,240.25,#f0e4d8,kuning,12.05,26.46,82.36,70.72,#46432f,oranye,10.88,16.31,190.43,224.6,#e09239,ungu,3.77,150.13,173.33,184.48,#b83bb8,putih,96.81,0.9162,1647.0,"gt  2  uM  KH  >|  HILMAN2  CEKO S  .  3,  poet ap poe wohl  155  Di  csi + %  B3 2  MISS THK: ""7x veneLet  SMIIF: SERIAL Miss (EBAY",5.263.157.894.736.840,,0,,0,False,False,0,,hand_drawn,0.5731,0.0639,0.5731,0.0075,0.2605,0.0362,SMIIE; SERIAL Miss [EBAY,0.557,full,Merienda,0.2346,script,Crafty Girls,0.2188,script,Over the Rainbow,0.2162,script,Zeyada,0.2128,script,Permanent Marker,0.2092,script,0.0158,Merienda,Google Fonts,clip,unknown,False,Script,weighted_vote,False
fiksi,https://www.goodreads.com/book/show/24144237-miss-lebay-3,Miss Lebay #3: Miss Zodiak - Cinta Terbentang di Bukit Bintang,Hilman Hariwijaya,,2014,PT Gramedia Pustaka Utama,4.28,29,5,"Sastra Indonesia, Fiksi","Gara-gara desperate ngejar-ngejar cinta Aurel, Tristan akhirnya memutuskan pindah sekolah. Tapi justru karena itu, dia jadi dekat sama Nina, si Miss Zodiak, dan jadi tahu lebih banyak soal cewek itu.
Siapa sangka Miss Zodiak punya kisah sedih dan tragis, yang membuatnya jadi pengagum bintang. Dan sekarang, ia diam-diam mulai menjalin kisah cinta dengan Tristan di Bukit Bintang.
Sekarang yang lebay di SMA Putih Abu, bukan cuma Aurel. Cinta Tristan nggak kalah lebaynya. Mulai dari mengajak Nina ke tempat angker buat dijadiin kuntilanak, masukin Nina ke ICU cuma gara-gara luka kecil, sampai mengerahkan teman-temannya se-SMA Putih Abu demi mencari Nina yang mendadak hilang.
Namun, ternyata ada Niko, cowok yang berusaha merebut cinta Nina dari Tristan. Lalu, bagaimana kelanjutan kisah cinta Nin",2014_Miss_Lebay_#3_Miss_Zodiak_-_Cinta_Terbentang_di_Bukit_Bintan.jpg,True,0.8209,0.2708,putih,53.31,30.86,23.92,239.55,#efefd9,kuning,24.03,31.11,152.66,214.68,#d2d656,oranye,12.51,23.22,81.34,70.34,#464130,ungu,6.39,130.85,33.69,228.48,#d0c6e4,merah,3.76,157.59,193.26,176.7,#b02b91,putih,30.86,0.9879,2201.0,"HILMAN  J  AN,  YG)  a  ON  q  i)  x  POF  SF,  XO)  TeenLit  GN Ya  dea ag ma AN  Ls  1 Mg  Ai  ch +  2 h  *  #3  _  SR  PO Sa  ng",3.571.428.571.428.570,,0,,0,False,False,0,,hand_drawn,0.6073,0.0988,0.6073,0.0081,0.1476,0.0746,MISS ZODIAK Clnta Terbentang di Bukit Bintang,0.705,full,Merienda,0.2378,script,Crafty Girls,0.2311,script,Permanent Marker,0.2253,script,Swanky and Moo Moo,0.2198,script,Over the Rainbow,0.2197,script,0.0067,Bintan,DaFont,ocr_partial,unknown,False,Script,weighted_vote,False
fiksi,https://www.goodreads.com/book/show/26204960-miss-lebay-4,Miss Lebay #4: Miss Purple - Banjir Air Mata,Hilman Hariwijaya,,2015,Gramedia Pustaka Utama,4.24,17,5,"Sastra Indonesia, Fiksi","Lebayer’s Geng terancam bubar! Pasangan terlebay Choki sama Aurel yang cintanya diramalkan akan awet dan baikbaik aja, ternyata harus kandas di tengah jalan. Pada saat
itu, Tristan yang udah jadian sama Nina sempat deket lagi sama Aurel. Akankah atas nama persahabatan Nina merelakan pacarnya jalan dengan sahabatnya sendiri yang
justru dulunya dikejar-kejar Tristan?
Sementara, atas nama cinta yang masih diragukannya, Mitha si Miss Purple, rela memutuskan tali persahabatannya dengan Aurel?
Kisah perjalanan cinta dan persahabatan Lebayer’s Geng makin kompleks. Tak hanya tawa canda penuh cinta tapi duka dan benci yang mengundang air mata pun mereka rasakan. Sampai-sampai, kalau tangisan personel Lebayer’s Geng ini nggak bisa dihentikan, Jakarta bisa dilanda banjir walau tak turun hujan.",2015_Miss_Lebay_#4_Miss_Purple_-_Banjir_Air_Mata.jpg,True,0.7748,0.3332,merah,32.96,158.8,120.17,179.18,#b35f9d,oranye,26.23,19.07,40.09,229.01,#e5d8c1,ungu,24.31,138.13,34.1,229.56,#d9c6e5,hijau,8.3,72.53,146.24,46.66,#142e1e,oranye,8.2,18.65,176.39,228.37,#e4a547,merah,158.8,0.8842,540.0,ok  3  tg  &  et ee  NS  Yin  ty  st)  yi  os  *™MIS5  LI $  cte  >|  Math  Wy  om hee,4.090.909.090.909.090,,4,person,1,True,True,2,person|tie,flat_graphic,0.4081,0.1883,0.1632,0.0725,0.4081,0.0508,SFY,0.841,full,Rajdhani,0.2222,display,Rozha One,0.2082,modern_serif,Enriqueta,0.2076,slab_serif,Over the Rainbow,0.2072,script,Crafty Girls,0.2063,script,0.014,Rajdhani,Google Fonts,clip,sans_serif,False,Sans-serif,from_existing,False
fiksi,https://www.goodreads.com/book/show/11709442-miss-parnowati,Miss Parnowati,Very Barus,,2009,Andi Publisher,2.5,4,1,"Sastra Indonesia, Fiksi","Perkenalkan, nama gw Astrid Husain. Umur baru aja masuk gerbang 16. Tapi, inget! Jangan mentang mentang ada label Husain dibelakang namaku, elo langsung nebak kalo keluargaku masih ada hubungan darah dengan trah-nya Sadam Husain. Sama sekali kagak ada! Terserah deh elo pada maksa gw ngaku karena emang kagak ada hubunga apa-apa sama mantan presiden Irak itu.
Bokap gw tentara, nyokap gw ibu rumah tangga. Bedanya mereka banyak, mending elo gak usah nanya deh. Tapi, kalo ditanya persamaannya, gw bisa jawab dengan cepat: suara yang melengking alias suara cadas. Ada kali tuh suara 7 oktaf, macam lengkingan mariah carey. akibatnya, cowok-cowok yang punya niat tulus ngajak gw kencan selalu berakhir dengan tragedi. Pasalnya nyali mereka langsung ciut sekalinya dengar suara bonyok. Jerawat gw juga r",2009_Miss_Parnowati.jpg,True,0.1263,0.2604,hitam,57.53,0.73,1.39,5.19,#050505,hitam,15.75,138.15,224.11,17.57,#0b0211,hitam,10.72,114.4,66.6,28.72,#15161c,hijau,9.64,39.85,92.33,236.99,#d2ec97,hitam,6.36,25.02,224.7,8.15,#080701,hitam,0.73,0.5461,111.0,ve  a a kt,40.0,,0,,0,False,False,0,,flat_graphic,0.5104,0.0767,0.0587,0.0427,0.5104,0.1198,Very,0.548,full,Mrs Eaves,0.2511,humanist_serif,Fredericka the Great,0.249,display,Crafty Girls,0.249,script,Press Start 2P,0.2485,display,Passion One,0.2469,display,0.0021,Mrs Eaves,Adobe Fonts,clip,humanist_serif,True,Serif,from_existing,True
fiksi,https://www.goodreads.com/book/show/7704789-miss-pesimis,Miss Pesimis,AliaZalea,,2010,Gramedia Pustaka Utama,3.74,2747,249,"Roman, Sastra Indonesia, Novel, Fiksi, Dewasa, Chick Lit, Roman Kontemporer","Bertahun-tahun Adriana Amandira memendam cinta pada Baron tanpa berani memperlihatkannya, karena mengira dia bukan tipe wanita yang disukai lelaki itu. Sepuluh tahun kemudian, ketika sudah sama-sama dewasa dan sukses, kenyataan berkata lain dan kesempatan terbuka untuknya untuk memiliki kebersamaan mereka.
Namun ketika Baron melamarnya, Adriana bimbang. Jika ia menerima pinangan lelaki itu, berarti dia akan melukai hati Oli, tunangan Baron yang juga teman mereka.
Adriana merasa frustrasi, patah hati. Untuk melupakan Baron, dia lalu memutuskan untuk melakukan perbuatan gila-gilaan yang belum pernah dilakukannya selama hidup, dan bukan khas dirinya. Salah satunya, dia ingin sekali berkencan dengan seseorang, sembarang lelaki, siapa pun dia. Dan Adriana tak mengira, bahwa yang datang menyambu",2010_Miss_Pesimis.jpg,True,0.7051,0.3475,oranye,46.65,24.12,54.39,238.05,#eee4bc,oranye,22.42,18.44,67.51,146.83,#92836c,oranye,16.19,24.66,98.31,42.29,#2a271a,merah,11.98,171.26,221.26,236.16,#ec1f5d,hitam,2.77,43.57,204.76,28.14,#121c06,oranye,24.12,0.9466,338.0,£  si  a =)  oo  -—  ese  be  SS  alia Zalea,41.666.666.666.666.600,,3,person,1,True,True,1,person,collage,0.4397,0.0787,0.1189,0.0323,0.2063,0.124,Miss Pesimis,0.729,full,Rozha One,0.2613,modern_serif,Yeseva One,0.2595,modern_serif,IM Fell English,0.257,modern_serif,Playfair Display SC,0.2566,modern_serif,Cinzel,0.2561,modern_serif,0.0018,Rozha One,CLIP_only,clip_unlisted,modern_serif,True,Serif,from_existing,True
fiksi,https://www.goodreads.com/book/show/36289549-miss-unlucky-singer,Miss Unlucky Singer,Senselly,,2017,Grasindo,3.23,22,3,"Sastra Indonesia, Roman, Fiksi","NAM CHAE-RIN
Penyanyi yang selalu mencoba untuk menjadi terkenal. Berambisi untuk mencapai impian terbesarnya menjadi seorang idol, namun di puncak kariernya dia dipertemukan dengan seorang pria yang membuatnya goyah. Memilih cinta atau profesi? Chae-Rin harus menentukan pilihan secepatnya. Di saat karier yang sedang diperjuangkan berbuah manis, tapi pria yang datang ke hadapannya juga membawa sihir yang begitu magis. Bahkan membuatnya tidak bisa melepaskan diri sama sekali.
JUNG YUN-KI
Guru musik yang merupakan idola para murid. Setelah menolak untuk meneruskan bisnis sang ayah, Yun-Ki memilih untuk mengikuti kata hatinya. Kesukaannya pada musik mempertemukan pria itu dengan penyanyi pendatang baru yang tidak terkenal. Seorang gadis yang tiba-tiba bertabrakan dengannya di bawah pohon mapl",2017_Miss_Unlucky_Singer.jpg,True,0.7613,0.2347,putih,54.86,8.61,12.69,241.89,#f1e9e6,merah,21.29,6.16,206.86,131.44,#832e19,hijau,12.14,36.47,49.01,41.62,#272921,putih,10.59,159.73,3.66,246.96,#f6f3f5,merah,1.12,177.97,222.84,200.18,#c81a2b,putih,8.61,0.6449,947.0,ASI  Series  Pa ves  ai  hy  MISS  UNLUCKY  SINGER  SENSELLY,8.947.368.421.052.630,,2,person,1,True,True,2,cell phone|person,hand_drawn,0.4906,0.0538,0.4906,0.0012,0.3386,0.0175,MISS SINGER UNLUCKY,0.77,full,New Rocker,0.2317,display,Lilita One,0.2305,display,Creepster,0.2297,display,Michroma,0.2294,display,Audiowide,0.2284,display,0.0012,New Rocker,CLIP_only,clip_unlisted,display,True,Fancy,from_existing,True
fiksi,https://www.goodreads.com/book/show/123153049-missing-ex,Missing Ex,Merinda Lounita,,2022,Gramedia Pustaka Utama,3.51,91,29,"Misteri, Thriller, Fiksi, Sastra Indonesia, Remaja","Sehari setelah bertengkar hebat dan putus dari Zach. Netta menghilang. Kecurigaan pun mengarah padanya. Meski terpukul, Zach bertekad menemukan Netta dan meminta maaf, sekaligus membersihkan namanya. Surat berisi puisi menjadi satu-satunya petunjuk keberadaan sang mantan pacar. Namun, penelusuran justru mengungkap sesuatu yang mengerikan dan mengancam nyawa bagi siapa pun yang mencarinya. Di manakah Netta berada? Masih adakah kesempatan bagi Zach untuk menebus kesalahannya?",2022_Missing_Ex.jpg,True,0.417,0.3307,biru,47.05,99.34,59.24,92.75,#47565c,ungu,17.69,151.92,71.35,55.97,#372836,biru,14.08,111.79,138.89,54.17,#192236,merah,12.86,4.72,161.02,206.95,#ce5d4c,kuning,8.32,26.94,42.97,222.86,#ded9b9,biru,99.34,0.4127,663.0,"""4  MISSING EX  N  MERIN ve",100.0,,1,stop sign,1,False,False,1,bird,flat_graphic,0.2654,0.1571,0.0621,0.1919,0.2654,0.2038,MISSING EX,0.994,full,Exo 2,0.2731,sans_serif,IBM Plex Sans,0.2666,sans_serif,Judson,0.2625,modern_serif,IM Fell English,0.2622,modern_serif,IBM Plex Serif,0.2601,slab_serif,0.0065,Missing,DaFont,ocr_partial,unknown,False,Serif,weighted_vote,False
